emp_no,dept_no,from_date,to_date
10634,d005,11/11/1990,4/2/1994
10634,d008,4/2/1994,1/1/9999
10635,d004,9/22/1991,12/20/1999
10636,d003,9/25/1996,1/1/9999
10637,d007,7/11/1993,1/19/2000
10638,d007,11/10/1994,1/1/9999
10639,d005,10/25/1992,1/1/9999
10640,d007,12/4/1992,1/1/9999
10641,d005,3/21/1993,1/1/9999
10642,d005,10/5/1998,1/1/9999
10643,d005,11/11/1987,1/1/9999
10644,d002,5/29/1985,7/19/1995
10644,d007,7/19/1995,8/25/1995
10645,d004,3/1/1988,1/1/9999
10646,d009,1/31/1996,1/1/9999
10647,d004,9/3/1997,1/1/9999
10648,d005,2/16/1988,1/1/9999
10649,d009,6/23/1998,1/1/9999
10650,d005,10/4/1992,1/1/9999
10651,d008,1/8/1996,1/1/9999
10652,d008,2/12/1990,1/13/1992
10653,d005,4/30/1987,1/1/9999
10654,d004,3/25/1990,1/1/9999
10655,d002,7/4/1997,11/22/2000
10655,d007,11/22/2000,1/1/9999
10656,d004,6/21/1988,1/1/9999
10657,d002,3/26/1992,1/1/9999
10658,d001,4/29/1994,1/1/9999
10659,d005,6/1/1995,1/1/9999
10660,d005,8/12/1988,7/12/1991
10661,d001,1/12/1988,1/1/9999
10662,d004,12/17/1999,1/1/9999
10663,d004,2/12/1999,1/1/9999
10663,d005,1/23/1993,2/12/1999
10664,d004,12/24/1989,1/1/9999
10665,d005,1/23/1988,7/13/2000
10666,d002,5/20/1989,1/1/9999
10667,d009,7/28/1999,1/1/9999
10668,d002,11/28/1997,9/3/1999
10669,d009,11/17/1996,1/1/9999
10670,d007,3/23/1988,1/1/9999
10671,d003,9/14/1995,1/1/9999
10672,d004,9/29/1991,4/19/1996
10673,d005,7/29/1994,11/18/1997
10673,d008,11/18/1997,1/14/1998
10674,d005,3/17/1999,1/1/9999
10675,d002,2/2/1993,1/1/9999
10676,d005,9/4/1999,1/1/9999
10677,d005,10/13/1999,1/1/9999
10678,d005,8/2/1987,1/1/9999
10679,d003,5/13/1990,1/1/9999
10680,d005,11/21/1992,12/8/1998
10681,d001,1/8/2002,1/1/9999
10681,d007,10/2/1995,1/8/2002
10682,d009,11/9/1990,1/1/9999
10683,d004,6/23/1997,1/1/9999
10684,d004,10/28/1999,1/1/9999
10685,d002,12/27/1995,10/20/1996
10686,d005,5/17/1987,1/1/9999
10687,d008,3/13/1990,1/1/9999
10688,d002,4/13/1986,1/1/9999
10689,d003,8/5/1988,1/1/9999
10690,d004,10/4/1995,1/1/9999
10690,d005,8/22/1989,10/4/1995
10691,d005,9/17/1989,1/1/9999
10692,d007,3/22/1993,1/1/9999
10693,d009,1/8/1986,1/1/9999
10694,d001,1/26/1988,7/11/2001
10695,d004,5/19/1998,1/1/9999
10696,d005,9/9/1991,1/1/9999
10697,d009,8/29/1999,1/1/9999
10698,d005,12/8/1994,1/1/9999
10699,d006,11/17/1985,1/1/9999
10700,d005,4/14/1998,6/27/2002
10701,d007,10/27/1986,10/7/1989
10701,d009,10/7/1989,1/1/9999
10702,d005,1/14/1991,1/1/9999
10703,d004,5/12/1996,1/1/9999
10704,d008,2/17/1995,1/1/9999
10705,d007,7/18/1990,1/1/9999
10706,d004,5/3/1994,4/8/2001
10707,d005,12/24/1990,1/1/9999
10708,d008,11/9/1999,1/1/9999
10709,d005,2/2/1986,2/21/1988
10709,d008,2/21/1988,1/1/9999
10710,d007,7/9/1995,1/1/9999
10711,d005,6/21/1991,1/1/9999
10712,d005,8/18/1994,1/1/9999
10713,d008,4/26/1986,2/21/2001
10714,d005,11/24/1999,1/1/9999
10715,d004,10/28/1999,1/1/9999
10716,d005,8/12/1987,1/1/9999
10717,d003,9/13/1991,1/1/9999
10718,d005,7/21/1988,1/1/9999
10719,d005,9/5/1995,7/31/1999
10720,d004,8/5/2001,1/1/9999
10720,d008,6/26/1996,8/5/2001
10721,d009,7/15/1999,1/1/9999
10722,d001,1/17/1989,4/14/2000
10723,d004,7/14/1997,1/1/9999
10724,d004,12/7/1995,1/1/9999
10725,d007,9/8/1990,1/1/9999
10726,d005,2/25/1992,1/1/9999
10727,d002,1/8/1991,6/6/2000
10728,d006,12/9/1989,1/1/9999
10729,d004,4/20/1986,1/1/9999
10730,d004,5/27/1996,6/7/1998
10730,d005,5/14/1996,5/27/1996
10731,d002,2/20/1987,10/9/2000
10732,d004,12/21/1994,1/1/9999
10733,d009,2/20/1996,1/1/9999
10734,d004,12/19/1995,1/1/9999
10735,d009,10/29/1985,1/1/9999
10736,d006,9/26/1991,1/1/9999
10737,d004,6/22/1999,1/1/9999
10738,d005,4/30/1991,1/6/1992
10738,d008,1/6/1992,1/1/9999
10739,d005,3/30/1985,1/1/9999
10740,d005,4/30/1996,3/17/2002
10741,d001,1/6/1989,1/1/9999
10742,d005,4/3/1997,1/1/9999
10743,d002,11/5/1999,1/1/9999
10744,d007,12/29/1985,6/3/1992
10745,d004,1/23/1988,1/1/9999
10746,d005,8/31/1990,1/1/9999
10747,d004,10/8/1990,9/20/1999
10748,d002,8/14/1990,4/4/1992
10748,d003,4/4/1992,1/1/9999
10749,d004,9/26/1985,1/1/9999
10750,d005,11/6/1998,1/1/9999
10751,d005,12/14/1999,12/5/2000
10752,d006,5/28/1993,1/1/9999
10753,d004,5/17/1985,8/25/1999
10754,d007,1/11/1988,1/1/9999
10755,d005,4/1/1995,11/13/2001
10756,d004,12/16/2000,1/1/9999
10756,d005,10/7/1997,12/16/2000
10757,d005,1/6/1986,10/18/1991
10758,d004,7/1/1999,1/1/9999
10759,d004,12/4/1991,1/1/9999
10760,d002,8/22/1997,1/1/9999
10761,d002,5/30/1992,1/4/1999
10762,d008,1/21/1992,1/1/9999
10763,d004,2/23/1987,1/1/9999
10764,d005,11/27/1989,1/1/9999
10765,d001,5/8/1994,5/11/1994
10765,d007,5/7/1994,5/8/1994
10766,d003,9/18/1999,1/1/9999
10767,d007,7/15/1997,1/1/9999
10768,d004,7/4/1985,1/1/9999
10769,d005,8/30/1991,1/1/9999
10770,d007,12/25/1987,2/27/1989
10771,d009,4/1/1996,1/1/9999
10772,d005,2/22/1990,1/1/9999
10773,d009,2/9/1997,11/29/1997
10774,d004,1/26/1990,1/1/9999
10775,d004,12/30/1994,3/17/1999
10775,d009,3/17/1999,1/1/9999
10776,d005,3/16/1986,1/1/9999
10777,d004,3/17/1990,3/27/2001
10778,d001,7/4/1986,1/1/9999
10779,d009,1/11/1988,1/1/9999
10780,d004,8/1/1994,8/18/1996
10781,d009,2/4/1991,1/1/9999
10782,d008,7/6/1997,3/30/2002
10783,d003,5/15/1994,1/1/9999
10784,d005,10/14/1998,1/1/9999
10785,d006,11/11/1994,1/1/9999
10786,d004,6/6/1997,12/10/2001
10786,d006,12/10/2001,1/1/9999
10787,d001,7/19/1991,7/27/2002
10788,d007,5/29/1998,1/1/9999
10789,d009,1/26/1998,1/1/9999
10790,d004,3/2/1999,1/1/9999
10791,d005,7/30/1988,1/1/9999
10792,d005,8/10/1985,12/20/1993
10793,d005,9/18/1990,1/1/9999
10794,d008,5/24/1994,1/1/9999
10795,d007,5/3/1993,1/1/9999
10796,d006,11/8/1990,1/1/9999
10797,d004,6/2/1997,1/1/9999
10797,d005,8/21/1988,6/2/1997
10798,d004,9/21/1996,1/1/9999
10799,d005,3/1/1989,1/1/9999
10800,d004,5/20/1993,1/1/9999
10801,d004,4/7/1998,1/15/2001
10802,d004,8/24/1985,1/1/9999
10803,d006,4/20/1988,4/2/2002
10804,d007,6/9/1997,1/1/9999
10805,d008,5/26/1987,1/1/9999
10806,d002,4/25/1993,4/8/1994
10806,d003,4/8/1994,1/1/9999
10807,d007,10/19/1999,1/1/9999
10808,d005,3/7/1987,1/1/9999
10809,d005,2/25/1988,1/1/9999
10810,d007,9/7/1994,1/1/9999
10811,d004,7/8/1997,1/1/9999
10812,d004,9/20/1996,10/6/1997
10813,d007,4/27/1990,1/1/9999
10814,d007,7/17/1993,1/1/9999
10815,d003,4/19/1994,1/1/9999
10816,d009,5/22/1991,1/1/9999
10817,d007,12/26/1990,1/24/2000
10817,d009,1/24/2000,1/1/9999
10818,d003,4/9/1998,1/1/9999
10819,d004,8/2/1986,12/28/1999
10820,d001,6/26/1992,1/1/9999
10821,d005,10/6/1988,4/17/1990
10822,d005,1/11/1986,1/1/9999
10823,d003,8/19/1999,1/1/9999
10824,d001,8/1/1995,1/1/9999
10825,d004,6/3/2000,1/1/9999
10825,d005,12/4/1993,6/3/2000
10826,d005,1/22/1993,1/1/9999
10827,d002,11/7/1996,1/1/9999
10828,d007,2/14/1986,3/30/1990
10829,d003,7/21/1993,11/29/1993
10830,d001,8/24/1991,1/1/9999
10831,d005,2/22/1998,1/1/9999
10832,d007,10/11/1986,1/1/9999
10833,d006,12/23/1998,1/1/9999
10834,d004,11/24/1990,1/1/9999
10835,d004,8/22/1995,1/1/9999
10836,d007,8/10/1987,7/1/1991
10836,d009,7/1/1991,1/1/9999
10837,d007,1/14/1986,2/22/2002
10838,d006,4/26/1994,1/1/9999
10839,d004,12/30/1996,1/1/9999
10840,d004,6/4/1993,1/1/9999
10841,d009,1/22/1992,1/1/9999
10842,d005,7/14/1986,6/27/1998
10843,d005,4/26/1990,1/1/9999
10844,d005,4/25/1997,1/1/9999
10845,d005,1/25/1997,1/1/9999
10846,d005,1/17/1995,4/3/1997
10846,d008,4/3/1997,1/1/9999
10847,d008,7/25/1986,1/1/9999
10848,d004,4/20/1985,1/1/9999
10849,d005,6/25/1995,1/1/9999
10850,d002,4/22/1990,5/11/1995
10851,d008,11/21/1994,1/1/9999
10852,d004,8/21/1999,1/1/9999
10853,d006,5/3/1993,1/1/9999
10854,d005,7/13/1998,1/1/9999
10855,d002,3/29/1993,3/2/1997
10855,d007,3/2/1997,1/1/9999
10856,d009,12/31/1986,6/18/1990
10857,d007,4/4/1990,1/1/9999
10858,d005,1/1/1997,1/1/9999
10859,d001,5/21/1996,1/1/9999
10860,d006,1/22/1998,1/1/9999
10861,d005,6/10/1989,4/12/1992
10862,d007,7/23/1985,1/1/9999
10863,d004,12/25/1985,1/1/9999
10864,d007,9/25/1986,1/1/9999
10865,d007,5/29/1993,7/3/1993
10865,d009,7/3/1993,9/19/1993
10866,d002,12/27/1990,1/1/9999
10867,d004,3/23/1997,3/22/2002
10868,d004,3/20/1990,1/1/9999
10869,d009,9/4/1997,10/15/1998
10870,d004,1/13/1988,1/1/9999
10871,d009,6/16/1999,1/1/9999
10872,d002,9/6/1990,1/1/9999
10873,d002,3/23/1994,1/1/9999
10874,d004,4/22/1986,12/28/1997
10874,d006,12/28/1997,1/1/9999
10875,d006,5/19/1988,1/1/9999
10876,d007,1/29/1995,9/14/1999
10877,d001,6/6/1986,1/1/9999
10878,d007,4/25/1997,1/1/9999
10879,d005,8/15/1985,1/1/9999
10880,d004,1/11/1992,1/1/9999
10881,d004,2/18/1997,10/25/1998
10882,d005,4/29/1999,1/1/9999
10883,d004,12/28/1996,1/1/9999
10884,d005,4/15/1993,1/1/9999
10885,d001,9/29/1997,1/1/9999
10885,d007,8/19/1991,9/29/1997
10886,d005,3/26/1995,1/1/9999
10887,d005,3/17/1989,1/1/9999
10888,d005,6/28/1987,9/11/1989
10889,d007,8/11/1987,1/1/9999
10890,d007,3/10/1990,1/1/9999
10891,d005,10/6/1995,1/1/9999
10892,d003,4/11/1990,1/1/9999
10893,d001,8/23/1989,1/1/9999
10894,d004,12/5/1995,1/1/9999
10895,d007,4/26/1986,12/25/1986
10895,d009,12/25/1986,4/13/1987
10896,d004,11/27/1997,1/1/9999
10897,d007,4/9/1986,1/1/9999
10898,d004,1/8/1993,1/1/9999
10899,d001,4/5/1990,1/1/9999
10900,d005,9/7/1995,1/1/9999
10901,d002,8/5/1998,1/1/9999
10902,d005,6/11/1990,9/25/1990
10903,d009,2/14/1989,1/1/9999
10904,d005,4/16/1993,1/1/9999
10905,d004,2/28/1985,3/7/1986
10906,d002,10/18/1998,4/25/2001
10906,d007,4/25/2001,1/1/9999
10907,d003,12/25/1988,1/1/9999
10908,d003,4/5/1986,1/1/9999
10909,d005,12/26/1993,1/1/9999
10910,d009,9/2/1989,1/1/9999
10911,d004,6/25/1988,1/1/9999
10912,d002,4/23/1986,9/26/1999
10913,d002,10/25/1998,1/1/9999
10914,d007,3/24/1998,9/1/1998
10915,d004,10/28/1999,1/1/9999
10916,d004,10/2/1998,1/1/9999
10916,d005,3/12/1998,10/2/1998
10917,d005,1/30/1993,1/1/9999
10918,d002,1/29/1990,10/10/1990
10919,d001,10/30/1999,1/1/9999
10920,d003,2/24/1992,1/1/9999
10921,d004,7/27/1986,1/1/9999
10922,d007,2/2/1996,1/16/1999
10923,d007,4/9/1990,1/1/9999
10924,d007,8/14/1988,1/1/9999
10925,d004,6/11/1991,1/1/9999
10926,d004,4/30/1990,11/4/1992
10926,d009,11/4/1992,1/1/9999
10927,d001,9/12/1986,1/1/9999
10928,d001,4/7/1991,1/1/9999
10929,d001,4/15/1991,1/1/9999
10930,d004,11/22/1991,1/1/9999
10931,d004,6/14/1992,9/19/1999
10932,d005,9/9/1994,1/1/9999
10933,d004,8/2/1993,1/1/9999
10934,d002,9/17/1995,1/1/9999
10935,d002,10/17/1994,1/1/9999
10936,d003,5/9/1990,1/1/9999
10937,d004,5/3/1991,1/1/9999
10937,d005,6/16/1988,5/3/1991
10938,d001,9/24/1985,1/1/9999
10939,d006,12/11/1997,1/1/9999
10940,d005,6/30/1997,12/2/1999
10941,d001,8/22/1993,1/1/9999
10942,d005,1/21/1996,1/1/9999
10943,d005,5/22/1993,1/1/9999
10944,d004,9/7/1995,1/1/9999
10945,d004,4/4/1993,1/1/9999
10946,d009,10/26/1996,1/1/9999
10947,d009,11/16/1995,1/1/9999
10948,d005,9/30/1996,4/29/1997
10948,d008,4/29/1997,6/23/1997
10949,d002,6/29/1990,1/1/9999
10950,d004,6/8/1996,1/13/1998
10951,d002,7/6/1989,1/1/9999
10952,d005,7/22/1986,4/26/1988
10953,d007,2/12/1987,1/1/9999
10954,d009,12/14/1995,1/1/9999
10955,d007,9/27/1986,1/1/9999
10956,d004,2/10/1997,1/1/9999
10956,d005,12/2/1995,2/10/1997
10957,d007,10/1/1990,1/1/9999
10958,d005,11/27/1988,1/1/9999
10959,d007,3/1/1994,4/12/1996
10960,d007,7/7/1995,1/1/9999
10961,d005,11/4/1993,1/1/9999
10962,d007,12/16/1986,1/1/9999
10963,d005,1/14/1988,4/10/1995
10964,d002,5/5/1991,1/1/9999
10965,d007,7/29/1986,1/1/9999
10966,d004,11/12/1999,1/1/9999
10966,d008,2/5/1997,11/12/1999
10967,d005,8/1/1993,1/1/9999
10968,d007,8/11/1985,1/1/9999
10969,d005,5/12/1994,1/1/9999
10970,d004,11/14/1995,1/1/9999
10971,d005,7/30/1991,10/24/1998
10972,d005,6/6/1987,1/1/9999
10973,d005,3/5/1989,1/1/9999
10974,d005,5/17/1999,1/1/9999
10975,d004,3/30/1992,1/14/1997
10975,d009,1/14/1997,1/1/9999
10976,d004,10/31/1998,1/1/9999
10977,d007,8/10/1987,10/1/1987
10978,d004,5/18/1985,1/1/9999
10979,d004,1/27/1986,1/1/9999
10980,d005,1/4/1989,1/1/9999
10981,d007,7/7/1992,1/1/9999
10982,d008,11/11/1989,1/1/9999
10983,d004,2/22/1988,1/1/9999
10984,d004,7/9/1988,5/14/1993
10985,d005,2/11/1999,2/27/1999
10985,d008,2/27/1999,3/10/1999
10986,d005,10/11/1985,1/1/9999
10987,d005,5/21/1997,1/1/9999
10988,d005,6/19/1985,1/1/9999
10989,d002,7/20/1985,1/1/9999
10990,d005,8/6/1990,1/1/9999
10991,d005,7/13/1999,1/1/9999
10992,d005,4/27/1997,1/1/9999
10993,d006,5/29/1992,1/1/9999
10994,d004,11/13/1987,5/24/1989
10994,d005,6/29/1987,11/13/1987
10995,d001,7/19/1997,1/1/9999
10996,d007,2/7/1990,1/1/9999
10997,d004,1/4/2000,1/1/9999
10998,d007,8/7/1996,1/1/9999
10999,d005,3/5/1996,4/19/1997
11000,d005,1/28/1996,1/1/9999
11001,d005,2/23/1987,1/1/9999
11002,d007,11/21/1998,12/7/2001
11003,d005,5/24/1987,1/1/9999
11004,d004,1/19/1992,6/19/2002
11004,d006,6/19/2002,1/1/9999
11005,d005,7/27/1989,1/1/9999
11006,d002,8/2/1989,9/22/1990
11007,d005,10/15/1996,1/1/9999
11008,d007,8/25/1992,2/15/2002
11009,d007,9/9/1986,1/1/9999
11010,d002,12/18/1986,1/1/9999
11011,d005,6/10/1991,10/26/1992
11012,d001,7/6/1996,3/16/2000
11012,d009,3/16/2000,1/1/9999
11013,d005,12/3/1999,1/1/9999
11014,d003,8/23/1994,1/1/9999
11015,d007,3/14/1998,2/22/2000
11016,d005,8/10/1988,1/1/9999
11017,d005,7/8/1996,1/1/9999
11018,d005,1/26/1992,7/16/1996
11019,d005,5/24/1992,1/1/9999
11020,d005,3/25/1988,1/1/9999
11021,d008,2/2/1998,1/1/9999
11022,d007,2/2/1993,10/18/1993
11022,d009,10/18/1993,1/1/9999
11023,d007,6/12/1990,1/1/9999
11024,d007,4/5/1995,5/18/2001
11025,d003,9/7/1998,5/26/2000
11026,d004,11/8/1991,1/1/9999
11027,d004,5/7/1986,1/1/9999
11028,d004,6/18/1986,9/4/1997
11029,d007,12/27/1992,1/1/9999
11030,d007,5/9/1988,7/8/1988
11031,d001,10/24/1985,1/1/9999
11032,d005,12/15/2000,1/1/9999
11032,d009,6/6/1994,12/15/2000
11033,d005,3/14/1991,1/1/9999
11034,d009,1/1/1993,1/1/9999
11035,d001,7/26/1998,1/1/9999
11036,d002,10/24/1988,1/1/9999
11037,d004,1/28/1988,1/1/9999
11038,d008,7/15/1985,1/1/9999
11039,d008,7/10/1993,7/13/1998
11040,d003,1/22/1988,1/1/9999
11041,d004,1/24/1995,1/29/1998
11041,d006,1/29/1998,1/1/9999
11042,d005,6/21/1993,1/1/9999
11043,d005,6/25/1993,1/1/9999
11044,d007,10/19/1994,1/1/9999
11045,d004,8/9/1985,9/29/1996
11046,d002,1/21/1994,1/1/9999
11047,d009,8/14/1995,1/1/9999
11048,d007,5/27/1999,1/1/9999
11049,d007,5/12/1995,1/1/9999
11050,d001,5/6/1986,1/1/9999
11051,d004,3/27/1991,1/1/9999
11052,d004,5/5/1991,3/26/1996
11052,d009,11/11/1988,5/5/1991
11053,d004,10/29/1995,1/1/9999
11054,d006,7/18/1986,9/25/1987
11055,d007,3/8/1998,1/1/9999
11056,d007,7/1/1997,1/1/9999
11057,d007,7/12/1996,1/1/9999
11058,d008,6/7/1985,1/1/9999
11059,d005,11/17/1986,1/1/9999
11060,d007,5/3/1991,9/27/1991
11061,d002,2/19/1993,1/15/1997
11061,d007,1/15/1997,1/1/9999
11062,d004,10/18/1990,1/1/9999
11063,d003,1/9/1996,1/1/9999
11064,d004,2/28/1990,1/1/9999
11065,d004,11/14/1985,1/1/9999
11066,d002,4/30/1996,1/1/9999
11067,d004,2/23/1992,1/1/9999
11068,d008,6/29/1989,1/1/9999
11069,d004,1/10/1990,9/23/1990
11070,d006,7/24/1985,1/1/9999
11071,d005,5/23/1992,1/1/9999
11072,d004,1/15/1997,1/1/9999
11072,d009,8/4/1994,1/15/1997
11073,d005,10/22/1992,1/1/9999
11074,d009,6/15/1995,1/1/9999
11075,d004,5/6/1998,1/1/9999
11076,d005,9/17/1999,1/1/9999
11077,d009,4/30/1998,10/11/1998
11078,d005,6/5/1994,1/1/9999
11079,d005,5/26/1994,1/1/9999
11080,d006,7/4/1988,1/1/9999
11081,d002,6/17/1985,1/1/9999
11082,d005,5/10/1998,3/18/2002
11083,d002,10/4/1992,5/14/1998
11083,d003,5/14/1998,1/1/9999
11084,d004,5/31/1990,1/1/9999
11085,d004,2/10/1996,1/1/9999
11086,d007,1/19/1996,1/1/9999
11087,d004,3/18/1998,1/1/9999
11088,d005,4/9/1993,1/1/9999
11089,d007,8/13/1994,1/1/9999
11090,d004,5/1/1987,8/20/1988
11091,d004,9/11/1999,1/1/9999
11092,d001,4/25/2002,1/1/9999
11092,d007,4/5/1999,4/25/2002
11093,d005,3/27/1992,1/1/9999
11094,d009,7/25/1992,1/1/9999
11095,d009,2/14/1997,1/1/9999
11096,d004,6/8/1994,1/1/9999
11097,d007,1/28/1989,7/26/1992
11098,d005,1/8/1997,1/1/9999
11099,d007,12/31/1985,1/1/9999
11100,d008,10/13/1986,1/1/9999
11101,d005,5/30/1999,1/1/9999
11102,d007,10/25/1996,8/29/1997
11102,d009,8/29/1997,8/18/2001
11103,d005,3/15/1989,1/1/9999
11104,d005,9/20/1993,1/1/9999
11105,d004,1/13/1990,1/1/9999
11106,d005,8/31/1985,1/1/9999
11107,d006,9/9/1999,1/1/9999
11108,d003,6/12/1992,1/1/9999
11109,d007,3/29/1985,1/1/9999
11110,d004,9/23/1988,3/30/1992
11110,d009,11/14/1987,9/23/1988
11111,d004,12/25/1994,1/1/9999
11112,d009,4/28/1995,1/1/9999
11113,d001,11/30/1985,1/1/9999
11114,d008,2/13/1993,6/22/1999
11115,d004,1/13/1999,1/1/9999
11116,d006,10/23/1992,1/1/9999
11117,d004,8/22/1994,1/1/9999
11118,d003,11/10/1992,1/1/9999
11119,d004,6/21/1994,10/23/1995
11120,d007,1/22/1988,6/19/1996
11120,d009,6/19/1996,1/1/9999
11121,d005,10/31/1992,1/1/9999
11122,d002,10/15/1995,1/1/9999
11123,d001,3/28/1988,1/1/9999
11124,d007,4/16/1990,1/1/9999
11125,d005,8/10/1995,1/1/9999
11126,d008,2/25/1992,4/4/2002
11127,d004,6/14/1996,1/1/9999
11128,d004,10/4/1988,1/1/9999
11129,d005,8/24/1994,8/16/1995
11129,d008,8/16/1995,12/2/1995
11130,d003,2/17/1997,1/1/9999
11131,d004,7/14/1999,8/1/1999
11132,d004,8/30/1994,1/1/9999
11133,d006,3/6/1994,1/1/9999
11134,d006,5/19/1993,1/1/9999
11135,d009,10/22/1991,1/1/9999
11136,d005,12/6/1990,1/1/9999
11137,d005,3/16/1995,1/1/9999
11138,d005,5/20/1996,12/28/1998
11138,d008,12/28/1998,3/6/2000
11139,d009,5/11/1990,1/1/9999
11140,d005,5/6/1998,1/1/9999
11141,d005,2/12/1993,1/1/9999
11142,d005,11/4/1993,1/1/9999
11143,d005,5/9/1996,1/1/9999
11144,d007,7/19/1996,1/1/9999
11145,d004,4/23/1999,5/24/1999
11146,d007,8/22/1991,1/1/9999
11147,d005,12/4/1997,1/1/9999
11148,d002,2/8/1990,12/12/1991
11148,d003,12/12/1991,1/1/9999
11149,d007,8/26/1987,1/1/9999
11150,d007,5/1/1989,1/1/9999
11151,d005,6/16/1987,1/1/9999
11152,d004,7/17/1997,4/13/2000
11153,d002,6/17/1997,1/1/9999
11154,d004,5/18/1997,1/1/9999
11155,d007,5/8/1997,1/1/9999
11156,d005,6/28/1998,7/31/1998
11156,d008,9/7/1995,6/28/1998
11157,d005,3/30/1985,2/6/1991
11158,d004,4/20/1996,1/1/9999
11159,d007,5/12/1992,1/1/9999
11160,d005,5/7/1987,4/12/1991
11161,d004,5/31/1988,1/1/9999
11162,d005,3/28/1985,1/1/9999
11163,d007,2/24/1993,1/1/9999
11164,d002,6/29/1987,12/25/1989
11164,d007,12/25/1989,1/1/9999
11165,d004,4/30/1995,1/1/9999
11166,d003,1/30/1998,1/1/9999
11167,d004,1/10/1990,1/1/9999
11168,d007,7/15/1996,1/1/9999
11169,d005,2/22/1987,8/25/1998
11170,d005,6/20/1990,1/1/9999
11171,d003,10/4/1992,1/1/9999
11172,d001,6/20/2000,1/1/9999
11172,d007,6/6/1989,6/20/2000
11173,d004,5/21/1998,1/1/9999
11174,d004,6/7/1999,1/1/9999
11175,d005,11/29/1996,1/1/9999
11176,d004,6/15/1985,4/4/2002
11177,d005,9/11/1999,1/1/9999
11178,d001,5/27/1985,1/24/1987
11179,d006,6/2/1994,1/1/9999
11180,d005,6/11/1986,1/1/9999
11181,d005,11/3/1997,1/1/9999
11182,d004,12/6/1994,1/1/9999
11182,d005,8/31/1987,12/6/1994
11183,d005,12/28/1990,1/1/9999
11184,d008,4/27/1985,1/1/9999
11185,d009,1/26/1995,1/1/9999
11186,d004,12/10/1994,1/1/9999
11187,d005,7/18/1990,3/6/1995
11188,d004,4/23/1987,1/1/9999
11189,d007,9/7/1991,1/1/9999
11190,d001,3/6/1992,7/31/1997
11190,d007,7/31/1997,1/1/9999
11191,d001,12/14/1991,1/1/9999
11192,d006,4/7/1998,1/1/9999
11193,d003,1/28/1998,1/1/9999
11194,d005,10/25/1987,1/1/9999
11195,d004,6/13/1991,5/16/1999
11196,d005,11/17/1992,1/1/9999
11197,d007,9/12/1989,1/1/9999
11198,d007,2/7/1988,1/1/9999
11199,d004,1/1/1996,1/1/9999
11199,d005,5/2/1989,1/1/1996
11200,d005,4/8/1995,1/1/9999
11201,d008,10/31/1995,1/1/9999
11202,d003,2/26/1996,1/1/9999
11203,d002,1/6/1988,6/15/1996
11204,d004,9/18/1985,1/1/9999
11205,d007,11/9/1995,1/1/9999
11206,d007,5/7/1993,5/4/2000
11207,d005,1/31/1999,1/1/9999
11208,d004,11/17/1994,1/1/9999
11209,d004,4/25/1999,2/8/2000
11209,d009,2/8/2000,1/1/9999
11210,d003,8/25/1989,1/1/9999
11211,d004,9/17/1985,1/1/9999
11212,d007,10/16/1985,1/1/9999
11213,d004,2/4/1999,1/1/9999
11214,d007,5/7/1992,11/21/1996
11215,d006,10/17/1992,1/1/9999
11216,d004,5/3/1999,1/1/9999
11217,d004,3/11/1990,1/1/9999
11218,d006,4/6/1994,4/19/2002
11219,d005,1/8/1991,11/19/1994
11219,d008,11/19/1994,1/1/9999
11220,d008,10/27/1995,1/1/9999
11221,d005,8/22/1989,3/13/1995
11222,d007,4/3/1998,1/1/9999
11223,d005,7/26/1987,4/9/1998
11224,d009,5/1/1988,10/5/1998
11225,d004,10/17/1996,1/1/9999
11226,d007,5/9/1989,1/1/9999
11227,d003,3/8/1985,1/1/9999
11228,d004,4/15/1993,1/1/9999
11229,d004,7/26/1991,7/6/1993
11229,d006,7/6/1993,1/1/9999
11230,d005,4/20/1999,11/1/1999
11231,d003,4/7/1988,1/1/9999
11232,d009,8/2/1994,1/1/9999
11233,d005,12/14/1991,1/1/9999
11234,d004,8/21/1990,1/1/9999
11235,d004,11/9/1998,1/1/9999
11236,d004,3/23/1995,1/1/9999
11237,d007,3/30/1986,4/7/1989
11238,d005,9/24/1988,2/14/1999
11238,d008,2/14/1999,1/1/9999
11239,d007,9/8/1987,1/1/9999
11240,d005,1/6/1989,1/1/9999
11241,d007,1/27/1999,2/27/2002
11242,d004,5/7/1995,1/1/9999
11243,d004,1/20/2000,1/1/9999
11244,d009,6/8/1985,1/1/9999
11245,d004,11/25/1994,1/1/9999
11246,d004,6/3/1998,1/1/9999
11246,d005,5/25/1996,6/3/1998
11247,d003,10/11/1993,1/1/9999
11248,d007,2/3/1997,7/19/1999
11249,d005,9/22/1986,1/1/9999
11250,d004,7/8/1994,1/1/9999
11251,d001,6/15/1986,1/1/9999
11252,d005,7/31/1992,1/1/9999
11253,d005,5/22/1992,1/1/9999
11254,d007,12/19/1998,1/1/9999
11255,d005,1/7/1997,1/1/9999
11256,d007,9/25/1986,7/14/1995
11257,d005,2/16/1992,12/11/1998
11257,d008,7/13/1990,2/16/1992
11258,d009,3/28/1991,1/1/9999
11259,d007,12/26/1986,1/1/9999
11260,d009,5/16/1996,1/1/9999
11261,d004,12/6/1987,1/1/9999
11262,d001,4/30/1994,1/1/9999
11263,d004,8/15/1989,1/1/9999
11264,d005,10/9/1986,1/1/9999
11265,d009,2/27/1990,3/20/1996
11266,d006,5/12/1997,1/1/9999
