emp_no,salary,from_date,to_date
10070,63174,10/13/1988,10/13/1989
10070,63950,10/13/1989,10/13/1990
10070,64776,10/13/1990,10/13/1991
10070,67223,10/13/1991,10/12/1992
10070,70301,10/12/1992,10/12/1993
10070,74286,10/12/1993,10/12/1994
10070,77938,10/12/1994,10/12/1995
10070,82124,10/12/1995,10/11/1996
10070,83639,10/11/1996,10/11/1997
10070,87499,10/11/1997,10/11/1998
10070,87086,10/11/1998,10/11/1999
10070,90690,10/11/1999,10/10/2000
10070,94654,10/10/2000,10/10/2001
10070,96322,10/10/2001,1/1/9999
10071,40000,8/5/1995,8/4/1996
10071,40087,8/4/1996,8/4/1997
10071,41656,8/4/1997,8/4/1998
10071,42768,8/4/1998,8/4/1999
10071,46295,8/4/1999,8/3/2000
10071,49837,8/3/2000,8/3/2001
10071,53315,8/3/2001,1/1/9999
10072,40000,5/21/1989,5/21/1990
10072,39567,5/21/1990,5/21/1991
10072,39724,5/21/1991,5/20/1992
10072,40803,5/20/1992,5/20/1993
10072,44781,5/20/1993,5/20/1994
10072,49265,5/20/1994,5/20/1995
10072,53559,5/20/1995,5/19/1996
10072,56103,5/19/1996,5/19/1997
10072,58578,5/19/1997,5/19/1998
10072,60600,5/19/1998,5/19/1999
10072,62174,5/19/1999,5/18/2000
10072,63157,5/18/2000,5/18/2001
10072,64726,5/18/2001,5/18/2002
10072,64512,5/18/2002,1/1/9999
10073,56473,2/2/1998,2/22/1998
10074,61714,8/13/1990,8/13/1991
10074,64739,8/13/1991,8/12/1992
10074,64655,8/12/1992,8/12/1993
10074,67516,8/12/1993,8/12/1994
10074,70019,8/12/1994,8/12/1995
10074,70984,8/12/1995,8/11/1996
10074,72145,8/11/1996,8/11/1997
10074,73009,8/11/1997,8/11/1998
10074,77489,8/11/1998,8/11/1999
10074,77625,8/11/1999,8/10/2000
10074,79934,8/10/2000,8/10/2001
10074,80820,8/10/2001,1/1/9999
10075,43815,5/17/1988,5/17/1989
10075,43590,5/17/1989,5/17/1990
10075,46087,5/17/1990,5/17/1991
10075,47765,5/17/1991,5/16/1992
10075,48606,5/16/1992,5/16/1993
10075,49208,5/16/1993,5/16/1994
10075,51099,5/16/1994,5/16/1995
10075,51323,5/16/1995,5/15/1996
10075,51238,5/15/1996,5/15/1997
10075,55463,5/15/1997,5/15/1998
10075,59623,5/15/1998,5/15/1999
10075,63624,5/15/1999,5/14/2000
10075,67492,5/14/2000,1/15/2001
10076,47319,7/15/1996,7/15/1997
10076,50802,7/15/1997,7/15/1998
10076,54783,7/15/1998,7/15/1999
10076,57418,7/15/1999,7/14/2000
10076,59999,7/14/2000,7/14/2001
10076,61118,7/14/2001,7/14/2002
10076,62921,7/14/2002,1/1/9999
10077,40000,12/23/1994,12/23/1995
10077,43745,12/23/1995,12/22/1996
10077,43864,12/22/1996,12/22/1997
10077,47173,12/22/1997,12/22/1998
10077,49955,12/22/1998,12/22/1999
10077,50403,12/22/1999,12/21/2000
10077,51581,12/21/2000,12/21/2001
10077,54699,12/21/2001,1/1/9999
10078,47280,9/29/1994,9/29/1995
10078,46833,9/29/1995,9/28/1996
10078,50652,9/28/1996,9/28/1997
10078,50977,9/28/1997,9/28/1998
10078,51132,9/28/1998,9/28/1999
10078,53130,9/28/1999,9/27/2000
10078,52860,9/27/2000,9/27/2001
10078,54652,9/27/2001,1/1/9999
10079,53492,12/13/1995,12/12/1996
10079,56811,12/12/1996,12/12/1997
10079,56717,12/12/1997,12/12/1998
10079,56256,12/12/1998,12/12/1999
10079,59225,12/12/1999,12/11/2000
10079,63641,12/11/2000,12/11/2001
10079,67231,12/11/2001,1/1/9999
10080,54916,9/28/1994,9/28/1995
10080,56838,9/28/1995,9/27/1996
10080,60742,9/27/1996,9/27/1997
10080,62087,9/27/1997,9/27/1998
10080,65129,9/27/1998,9/27/1999
10080,68691,9/27/1999,9/26/2000
10080,71986,9/26/2000,9/26/2001
10080,72729,9/26/2001,1/1/9999
10081,55786,10/30/1986,10/30/1987
10081,58975,10/30/1987,10/29/1988
10081,58475,10/29/1988,10/29/1989
10081,61935,10/29/1989,10/29/1990
10081,63172,10/29/1990,10/29/1991
10081,64355,10/29/1991,10/28/1992
10081,64054,10/28/1992,10/28/1993
10081,66796,10/28/1993,10/28/1994
10081,66704,10/28/1994,10/28/1995
10081,68102,10/28/1995,10/27/1996
10081,69882,10/27/1996,10/27/1997
10081,73516,10/27/1997,10/27/1998
10081,74714,10/27/1998,10/27/1999
10081,74734,10/27/1999,10/26/2000
10081,75683,10/26/2000,10/26/2001
10081,79351,10/26/2001,1/1/9999
10082,48935,1/3/1990,1/15/1990
10083,40000,3/31/1987,3/30/1988
10083,44226,3/30/1988,3/30/1989
10083,47900,3/30/1989,3/30/1990
10083,49732,3/30/1990,3/30/1991
10083,53520,3/30/1991,3/29/1992
10083,54944,3/29/1992,3/29/1993
10083,55469,3/29/1993,3/29/1994
10083,58814,3/29/1994,3/29/1995
10083,59286,3/29/1995,3/28/1996
10083,62727,3/28/1996,3/28/1997
10083,65435,3/28/1997,3/28/1998
10083,67142,3/28/1998,3/28/1999
10083,70495,3/28/1999,3/27/2000
10083,73060,3/27/2000,3/27/2001
10083,73756,3/27/2001,3/27/2002
10083,77186,3/27/2002,1/1/9999
10084,69811,12/15/1995,12/14/1996
10084,74293,12/14/1996,12/14/1997
10084,78493,12/14/1997,12/14/1998
10084,81977,12/14/1998,12/14/1999
10084,86412,12/14/1999,12/13/2000
10084,90039,12/13/2000,12/13/2001
10084,93621,12/13/2001,1/1/9999
10085,40000,4/9/1994,4/9/1995
10085,43030,4/9/1995,4/8/1996
10085,46477,4/8/1996,4/8/1997
10085,47707,4/8/1997,4/8/1998
10085,50245,4/8/1998,4/8/1999
10085,52683,4/8/1999,4/7/2000
10085,55176,4/7/2000,4/7/2001
10085,56905,4/7/2001,4/6/2002
10085,60910,4/6/2002,1/1/9999
10086,81613,2/19/1992,2/18/1993
10086,81404,2/18/1993,2/18/1994
10086,80991,2/18/1994,2/18/1995
10086,80941,2/18/1995,2/18/1996
10086,80934,2/18/1996,2/17/1997
10086,84324,2/17/1997,2/17/1998
10086,88049,2/17/1998,2/17/1999
10086,90241,2/17/1999,2/17/2000
10086,92125,2/17/2000,2/16/2001
10086,96471,2/16/2001,2/16/2002
10086,96333,2/16/2002,1/1/9999
10087,96750,5/8/1997,5/8/1998
10087,98200,5/8/1998,5/8/1999
10087,98460,5/8/1999,5/7/2000
10087,102651,5/7/2000,1/9/2001
10088,65957,9/2/1988,9/2/1989
10088,67837,9/2/1989,9/2/1990
10088,70774,9/2/1990,9/2/1991
10088,70709,9/2/1991,9/1/1992
10088,73858,9/1/1992,9/1/1993
10088,78302,9/1/1993,9/1/1994
10088,79993,9/1/1994,9/1/1995
10088,79519,9/1/1995,8/31/1996
10088,83755,8/31/1996,8/31/1997
10088,84024,8/31/1997,8/31/1998
10088,87639,8/31/1998,8/31/1999
10088,91296,8/31/1999,8/30/2000
10088,95451,8/30/2000,8/30/2001
10088,98003,8/30/2001,1/1/9999
10089,56469,1/10/1989,1/10/1990
10089,56165,1/10/1990,1/10/1991
10089,56040,1/10/1991,1/10/1992
10089,60332,1/10/1992,1/9/1993
10089,63549,1/9/1993,1/9/1994
10089,64105,1/9/1994,1/9/1995
10089,65543,1/9/1995,1/9/1996
10089,69267,1/9/1996,1/8/1997
10089,70480,1/8/1997,1/8/1998
10089,70147,1/8/1998,1/8/1999
10089,71560,1/8/1999,1/8/2000
10089,72862,1/8/2000,1/7/2001
10089,74138,1/7/2001,1/7/2002
10089,77955,1/7/2002,1/1/9999
10090,44978,3/14/1986,3/14/1987
10090,47905,3/14/1987,3/13/1988
10090,48211,3/13/1988,3/13/1989
10090,50694,3/13/1989,3/13/1990
10090,54084,3/13/1990,3/13/1991
10090,54095,3/13/1991,3/12/1992
10090,56190,3/12/1992,3/12/1993
10090,58604,3/12/1993,3/12/1994
10090,61661,3/12/1994,3/12/1995
10090,64839,3/12/1995,3/11/1996
10090,69311,3/11/1996,3/11/1997
10090,71274,3/11/1997,3/11/1998
10090,71605,3/11/1998,3/11/1999
10090,75401,3/11/1999,5/7/1999
10091,40000,11/18/1992,11/18/1993
10091,41181,11/18/1993,11/18/1994
10091,43812,11/18/1994,11/18/1995
10091,44046,11/18/1995,11/17/1996
10091,45385,11/17/1996,11/17/1997
10091,46467,11/17/1997,11/17/1998
10091,49155,11/17/1998,11/17/1999
10091,53157,11/17/1999,11/16/2000
10091,55958,11/16/2000,11/16/2001
10091,60014,11/16/2001,1/1/9999
10092,53977,4/22/1996,4/22/1997
10092,54672,4/22/1997,4/22/1998
10092,58042,4/22/1998,4/22/1999
10092,61969,4/22/1999,4/21/2000
10092,62607,4/21/2000,4/21/2001
10092,62323,4/21/2001,4/21/2002
10092,66803,4/21/2002,1/1/9999
10093,67856,6/8/1997,6/8/1998
10093,70269,6/8/1998,6/8/1999
10093,73951,6/8/1999,6/7/2000
10093,76944,6/7/2000,6/7/2001
10093,78796,6/7/2001,6/7/2002
10093,82715,6/7/2002,1/1/9999
10094,58001,4/18/1987,4/17/1988
10094,61131,4/17/1988,4/17/1989
10094,63147,4/17/1989,4/17/1990
10094,66339,4/17/1990,4/17/1991
10094,68848,4/17/1991,4/16/1992
10094,72932,4/16/1992,4/16/1993
10094,73585,4/16/1993,4/16/1994
10094,73617,4/16/1994,4/16/1995
10094,76830,4/16/1995,4/15/1996
10094,80759,4/15/1996,4/15/1997
10094,85225,4/15/1997,11/8/1997
10095,63668,3/10/1994,3/10/1995
10095,65982,3/10/1995,3/9/1996
10095,66404,3/9/1996,3/9/1997
10095,67641,3/9/1997,3/9/1998
10095,70079,3/9/1998,3/9/1999
10095,72169,3/9/1999,3/8/2000
10095,74387,3/8/2000,3/8/2001
10095,76900,3/8/2001,3/8/2002
10095,80955,3/8/2002,1/1/9999
10096,61395,1/23/1999,1/23/2000
10096,63811,1/23/2000,1/22/2001
10096,65962,1/22/2001,1/22/2002
10096,68612,1/22/2002,1/1/9999
10097,44886,9/15/1990,9/15/1991
10097,47987,9/15/1991,9/14/1992
10097,50406,9/14/1992,9/14/1993
10097,51981,9/14/1993,9/14/1994
10097,53075,9/14/1994,9/14/1995
10097,53699,9/14/1995,9/13/1996
10097,56903,9/13/1996,9/13/1997
10097,59339,9/13/1997,9/13/1998
10097,62690,9/13/1998,9/13/1999
10097,65841,9/13/1999,9/12/2000
10097,67846,9/12/2000,9/12/2001
10097,70161,9/12/2001,1/1/9999
10098,40000,5/13/1985,5/13/1986
10098,41426,5/13/1986,5/13/1987
10098,45147,5/13/1987,5/12/1988
10098,48625,5/12/1988,5/12/1989
10098,49228,5/12/1989,5/12/1990
10098,51404,5/12/1990,5/12/1991
10098,53646,5/12/1991,5/11/1992
10098,56202,5/11/1992,12/11/1992
10099,68781,10/18/1988,10/18/1989
10099,70711,10/18/1989,10/18/1990
10099,75094,10/18/1990,10/18/1991
10099,78490,10/18/1991,10/17/1992
10099,81154,10/17/1992,10/17/1993
10099,81480,10/17/1993,10/17/1994
10099,85032,10/17/1994,10/17/1995
10099,84698,10/17/1995,10/16/1996
10099,86038,10/16/1996,10/16/1997
10099,86212,10/16/1997,10/16/1998
10099,89257,10/16/1998,10/16/1999
10099,93297,10/16/1999,10/15/2000
10099,95842,10/15/2000,10/15/2001
10099,98538,10/15/2001,1/1/9999
10100,54398,9/21/1987,9/20/1988
10100,55586,9/20/1988,9/20/1989
10100,57195,9/20/1989,9/20/1990
10100,58209,9/20/1990,9/20/1991
10100,57770,9/20/1991,9/19/1992
10100,59188,9/19/1992,9/19/1993
10100,60763,9/19/1993,9/19/1994
10100,64797,9/19/1994,9/19/1995
10100,68037,9/19/1995,9/18/1996
10100,69404,9/18/1996,9/18/1997
10100,70575,9/18/1997,9/18/1998
10100,70464,9/18/1998,9/18/1999
10100,72343,9/18/1999,9/17/2000
10100,74365,9/17/2000,9/17/2001
10100,74957,9/17/2001,1/1/9999
10101,66591,10/14/1998,10/14/1999
10101,66715,10/14/1999,9/23/2000
10102,44380,1/2/1995,1/2/1996
10102,44176,1/2/1996,1/1/1997
10102,43915,1/1/1997,1/1/1998
10102,47250,1/1/1998,1/1/1999
10102,51641,1/1/1999,1/1/2000
10102,54847,1/1/2000,12/31/2000
10102,56792,12/31/2000,12/31/2001
10102,61059,12/31/2001,1/1/9999
10103,68158,1/12/1998,1/12/1999
10103,70524,1/12/1999,1/12/2000
10103,74895,1/12/2000,1/11/2001
10103,76716,1/11/2001,1/11/2002
10103,80061,1/11/2002,1/1/9999
10104,45312,4/16/1987,4/15/1988
10104,47022,4/15/1988,4/15/1989
10104,48238,4/15/1989,4/15/1990
10104,51370,4/15/1990,4/15/1991
10104,52503,4/15/1991,4/14/1992
10104,56992,4/14/1992,4/14/1993
10104,60376,4/14/1993,4/14/1994
10104,63980,4/14/1994,4/14/1995
10104,67186,4/14/1995,4/13/1996
10104,69048,4/13/1996,4/13/1997
10104,68825,4/13/1997,4/13/1998
10104,72810,4/13/1998,4/13/1999
10104,76851,4/13/1999,4/12/2000
10104,79878,4/12/2000,4/12/2001
10104,81834,4/12/2001,4/12/2002
10104,81788,4/12/2002,1/1/9999
10105,59258,5/17/1999,5/16/2000
10105,61514,5/16/2000,5/16/2001
10105,61172,5/16/2001,6/11/2001
10106,62928,10/27/1991,10/25/1992
10106,65062,10/25/1992,10/26/1993
10106,65616,10/26/1993,10/26/1994
10106,68515,10/26/1994,10/26/1995
10106,69581,10/26/1995,10/25/1996
10106,73687,10/25/1996,10/25/1997
10106,73427,10/25/1997,10/25/1998
10106,77451,10/25/1998,10/25/1999
10106,80777,10/25/1999,10/24/2000
10106,80952,10/24/2000,10/24/2001
10106,82836,10/24/2001,1/1/9999
10107,93159,3/30/1999,3/29/2000
10107,97163,3/29/2000,3/29/2001
10107,99648,3/29/2001,3/29/2002
10107,101676,3/29/2002,1/1/9999
10108,40000,3/20/1999,3/19/2000
10108,42848,3/19/2000,3/19/2001
10108,45664,3/19/2001,10/20/2001
10109,40000,6/16/1993,6/16/1994
10109,42756,6/16/1994,6/16/1995
10109,46315,6/16/1995,6/15/1996
10109,46621,6/15/1996,6/15/1997
10109,46700,6/15/1997,6/15/1998
10109,46975,6/15/1998,6/15/1999
10109,50806,6/15/1999,6/14/2000
10109,51328,6/14/2000,6/14/2001
10109,51092,6/14/2001,6/14/2002
10109,52721,6/14/2002,1/1/9999
10110,46836,8/22/1986,8/22/1987
10110,50566,8/22/1987,8/21/1988
10110,54311,8/21/1988,8/21/1989
10110,55613,8/21/1989,8/21/1990
10110,59450,8/21/1990,8/21/1991
10110,59836,8/21/1991,8/20/1992
10110,61528,8/20/1992,8/20/1993
10110,65794,8/20/1993,8/20/1994
10110,69692,8/20/1994,8/20/1995
10110,73766,8/20/1995,8/19/1996
10110,77080,8/19/1996,8/19/1997
10110,81047,8/19/1997,8/19/1998
10110,82382,8/19/1998,8/19/1999
10110,85563,8/19/1999,8/18/2000
10110,89803,8/18/2000,8/18/2001
10110,92842,8/18/2001,1/1/9999
10111,40000,12/19/1988,12/19/1989
10111,41368,12/19/1989,12/19/1990
10111,45119,12/19/1990,12/19/1991
10111,45893,12/19/1991,12/18/1992
10111,45440,12/18/1992,12/18/1993
10111,44949,12/18/1993,12/18/1994
10111,46267,12/18/1994,12/18/1995
10111,47614,12/18/1995,12/17/1996
10111,47852,12/17/1996,12/17/1997
10111,48230,12/17/1997,12/17/1998
10111,52193,12/17/1998,12/17/1999
10111,53833,12/17/1999,12/16/2000
10111,57126,12/16/2000,12/16/2001
10111,56641,12/16/2001,1/1/9999
10112,49500,5/1/1998,5/1/1999
10112,51558,5/1/1999,4/30/2000
10112,55935,4/30/2000,4/30/2001
10112,59291,4/30/2001,4/30/2002
10112,61070,4/30/2002,1/1/9999
10113,69856,9/14/1998,9/14/1999
10113,71540,9/14/1999,9/13/2000
10113,72540,9/13/2000,9/13/2001
10113,75209,9/13/2001,1/1/9999
10114,49593,7/17/1992,7/17/1993
10114,53285,7/17/1993,7/17/1994
10114,53839,7/17/1994,7/17/1995
10114,53788,7/17/1995,7/16/1996
10114,54634,7/16/1996,7/16/1997
10114,54395,7/16/1997,7/16/1998
10114,56513,7/16/1998,7/16/1999
10114,56849,7/16/1999,7/15/2000
10114,59069,7/15/2000,7/15/2001
10114,63422,7/15/2001,7/15/2002
10114,64083,7/15/2002,1/1/9999
10115,40000,3/3/1988,3/3/1989
10115,40143,3/3/1989,3/3/1990
10115,43830,3/3/1990,3/3/1991
10115,45032,3/3/1991,3/2/1992
10115,47429,3/2/1992,5/24/1992
10116,44034,2/27/1994,2/27/1995
10116,43936,2/27/1995,2/27/1996
10116,46632,2/27/1996,2/26/1997
10116,48596,2/26/1997,2/26/1998
10116,48568,2/26/1998,11/1/1998
10117,52284,3/19/1992,3/19/1993
10117,53293,3/19/1993,3/19/1994
10117,57635,3/19/1994,3/19/1995
10117,61213,3/19/1995,3/18/1996
10117,61524,3/18/1996,3/18/1997
10117,63986,3/18/1997,3/18/1998
10117,67513,3/18/1998,3/18/1999
10117,68839,3/18/1999,3/17/2000
10117,72321,3/17/2000,3/17/2001
10117,73113,3/17/2001,3/17/2002
10117,75936,3/17/2002,1/1/9999
10118,40000,2/2/1992,2/1/1993
10118,40637,2/1/1993,2/1/1994
10118,43697,2/1/1994,2/1/1995
10118,44128,2/1/1995,2/1/1996
10118,48087,2/1/1996,1/31/1997
10118,48717,1/31/1997,1/31/1998
10118,50231,1/31/1998,1/31/1999
10118,50794,1/31/1999,1/31/2000
10118,51606,1/31/2000,1/30/2001
10118,52962,1/30/2001,1/30/2002
10118,55284,1/30/2002,1/1/9999
10119,53551,12/9/1993,12/9/1994
10119,53286,12/9/1994,12/9/1995
10119,57747,12/9/1995,12/8/1996
10119,62226,12/8/1996,10/30/1997
10120,46292,7/6/1996,7/6/1997
10120,50091,7/6/1997,7/6/1998
10120,51285,7/6/1998,7/6/1999
10120,52331,7/6/1999,7/5/2000
10120,56210,7/5/2000,7/5/2001
10120,59360,7/5/2001,7/5/2002
10120,59279,7/5/2002,1/1/9999
10121,43772,5/3/1989,5/3/1990
10121,44986,5/3/1990,5/3/1991
10121,48254,5/3/1991,5/2/1992
10121,51126,5/2/1992,5/2/1993
10121,52935,5/2/1993,5/2/1994
10121,53369,5/2/1994,5/2/1995
10121,55848,5/2/1995,5/1/1996
10121,56292,5/1/1996,5/1/1997
10121,57618,5/1/1997,5/1/1998
10121,60389,5/1/1998,5/1/1999
10121,62896,5/1/1999,4/30/2000
10121,64051,4/30/2000,4/30/2001
10121,65243,4/30/2001,4/30/2002
10121,66834,4/30/2002,1/1/9999
10122,42284,8/6/1998,8/6/1999
10122,44008,8/6/1999,8/5/2000
10122,47079,8/5/2000,8/5/2001
10122,48464,8/5/2001,1/1/9999
10123,71524,1/15/1993,1/15/1994
10123,75738,1/15/1994,1/15/1995
10123,77714,1/15/1995,1/15/1996
10123,80105,1/15/1996,1/14/1997
10123,79890,1/14/1997,1/14/1998
10123,83666,1/14/1998,1/14/1999
10123,87050,1/14/1999,1/14/2000
10123,88885,1/14/2000,1/13/2001
10123,92190,1/13/2001,1/13/2002
10123,92601,1/13/2002,1/1/9999
10124,40583,9/5/1991,9/4/1992
10124,41383,9/4/1992,9/4/1993
10124,45702,9/4/1993,9/4/1994
10124,46922,9/4/1994,9/4/1995
10124,47331,9/4/1995,9/3/1996
10124,50109,9/3/1996,9/3/1997
10124,53990,9/3/1997,9/3/1998
10124,55731,9/3/1998,9/3/1999
10124,56905,9/3/1999,9/2/2000
10124,57740,9/2/2000,9/2/2001
10124,58460,9/2/2001,1/1/9999
10125,58249,10/26/1990,10/26/1991
10125,61811,10/26/1991,10/25/1992
10125,63463,10/25/1992,10/25/1993
10125,66048,10/25/1993,10/25/1994
10125,68294,10/25/1994,10/25/1995
10125,69518,10/25/1995,3/25/1996
10126,40000,9/8/1985,9/8/1986
10126,42422,9/8/1986,9/8/1987
10126,44369,9/8/1987,9/7/1988
10126,46618,9/7/1988,9/7/1989
10126,48304,9/7/1989,9/7/1990
10126,50043,9/7/1990,9/7/1991
10126,53369,9/7/1991,9/6/1992
10126,53999,9/6/1992,9/6/1993
10126,58390,9/6/1993,9/6/1994
10126,62074,9/6/1994,9/6/1995
10126,66149,9/6/1995,9/5/1996
10126,67842,9/5/1996,9/5/1997
10126,71295,9/5/1997,9/5/1998
10126,73322,9/5/1998,9/5/1999
10126,74352,9/5/1999,9/4/2000
10126,73958,9/4/2000,9/4/2001
10126,77310,9/4/2001,1/1/9999
10127,40000,5/17/1991,5/16/1992
10127,43494,5/16/1992,5/16/1993
10127,45674,5/16/1993,5/16/1994
10127,46204,5/16/1994,5/16/1995
10127,49840,5/16/1995,5/15/1996
10127,51810,5/15/1996,5/15/1997
10127,55610,5/15/1997,5/15/1998
10127,57436,5/15/1998,5/15/1999
10127,61146,5/15/1999,5/14/2000
10127,61697,5/14/2000,5/14/2001
10127,63137,5/14/2001,5/14/2002
10127,63100,5/14/2002,1/1/9999
10128,40000,6/6/1988,6/6/1989
10128,40741,6/6/1989,6/6/1990
10128,42211,6/6/1990,6/6/1991
10128,42503,6/6/1991,6/5/1992
10128,42476,6/5/1992,6/5/1993
10128,44527,6/5/1993,6/5/1994
10128,44220,6/5/1994,6/5/1995
10128,45522,6/5/1995,6/4/1996
10128,46326,6/4/1996,6/4/1997
10128,49505,6/4/1997,6/4/1998
10128,53820,6/4/1998,6/4/1999
10128,58140,6/4/1999,6/3/2000
10128,60631,6/3/2000,6/3/2001
10128,64577,6/3/2001,6/3/2002
10128,67619,6/3/2002,1/1/9999
10129,40000,1/16/1996,1/15/1997
10129,43275,1/15/1997,1/15/1998
10129,46132,1/15/1998,1/15/1999
10129,48565,1/15/1999,1/15/2000
10129,52228,1/15/2000,1/14/2001
10129,53321,1/14/2001,1/14/2002
10129,56667,1/14/2002,1/1/9999
10130,40000,6/21/1988,6/21/1989
10130,40790,6/21/1989,6/21/1990
10130,43665,6/21/1990,6/21/1991
10130,47212,6/21/1991,6/20/1992
10130,47907,6/20/1992,6/20/1993
10130,50091,6/20/1993,6/20/1994
10130,51865,6/20/1994,6/20/1995
10130,53684,6/20/1995,6/19/1996
10130,57038,6/19/1996,6/19/1997
10130,57025,6/19/1997,6/19/1998
10130,61107,6/19/1998,6/19/1999
10130,63920,6/19/1999,6/18/2000
10130,67898,6/18/2000,6/18/2001
10130,71427,6/18/2001,6/18/2002
10130,73881,6/18/2002,1/1/9999
10131,48475,9/17/1999,12/6/1999
10132,61590,6/18/1997,6/18/1998
10132,61243,6/18/1998,6/18/1999
10132,63083,6/18/1999,6/17/2000
10132,67405,6/17/2000,6/17/2001
10132,67675,6/17/2001,6/17/2002
10132,69587,6/17/2002,1/1/9999
10133,40000,12/15/1985,12/15/1986
10133,41709,12/15/1986,12/15/1987
10133,44459,12/15/1987,12/14/1988
10133,45366,12/14/1988,12/14/1989
10133,46617,12/14/1989,12/14/1990
10133,50257,12/14/1990,12/14/1991
10133,52802,12/14/1991,12/13/1992
10133,56660,12/13/1992,12/13/1993
10133,59819,12/13/1993,12/13/1994
10133,60871,12/13/1994,12/13/1995
10133,65175,12/13/1995,12/12/1996
10133,67143,12/12/1996,12/12/1997
10133,71526,12/12/1997,12/12/1998
10133,74255,12/12/1998,12/12/1999
10133,78736,12/12/1999,12/11/2000
10133,80478,12/11/2000,12/11/2001
10133,83921,12/11/2001,1/1/9999
10134,40000,12/12/1987,12/11/1988
10134,42640,12/11/1988,12/11/1989
10134,45577,12/11/1989,12/11/1990
10134,49482,12/11/1990,12/11/1991
10134,52863,12/11/1991,12/10/1992
10134,52846,12/10/1992,12/10/1993
10134,53062,12/10/1993,12/10/1994
10134,57420,12/10/1994,12/10/1995
10134,58923,12/10/1995,12/9/1996
10134,59416,12/9/1996,12/9/1997
10134,59546,12/9/1997,12/9/1998
10134,60810,12/9/1998,12/9/1999
10134,61202,12/9/1999,12/8/2000
10134,65050,12/8/2000,12/8/2001
10134,69194,12/8/2001,1/1/9999
10135,40000,1/4/1990,1/4/1991
10135,42228,1/4/1991,1/4/1992
10135,45196,1/4/1992,1/3/1993
10135,46142,1/3/1993,1/3/1994
10135,47418,1/3/1994,1/3/1995
10135,48875,1/3/1995,1/3/1996
10135,50533,1/3/1996,1/2/1997
10135,54478,1/2/1997,1/2/1998
10135,55430,1/2/1998,1/2/1999
10135,55759,1/2/1999,1/2/2000
10135,58779,1/2/2000,1/1/2001
10135,60012,1/1/2001,1/1/2002
10135,61301,1/1/2002,1/1/9999
10136,82420,6/13/1988,6/13/1989
10136,83463,6/13/1989,6/13/1990
10136,87813,6/13/1990,6/13/1991
10136,91673,6/13/1991,6/12/1992
10136,93495,6/12/1992,6/12/1993
10136,95343,6/12/1993,6/12/1994
10136,98154,6/12/1994,6/12/1995
10136,97779,6/12/1995,6/11/1996
10136,100320,6/11/1996,6/11/1997
10136,104248,6/11/1997,6/11/1998
10136,104909,6/11/1998,6/11/1999
10136,105565,6/11/1999,9/20/1999
10137,40000,2/18/1985,2/18/1986
10137,40414,2/18/1986,2/18/1987
10137,44587,2/18/1987,2/18/1988
10137,46573,2/18/1988,2/17/1989
10137,46837,2/17/1989,2/17/1990
10137,47168,2/17/1990,2/17/1991
10137,47080,2/17/1991,2/17/1992
10137,49241,2/17/1992,2/16/1993
10137,49119,2/16/1993,2/16/1994
10137,53536,2/16/1994,2/16/1995
10137,54729,2/16/1995,2/16/1996
10137,55661,2/16/1996,2/15/1997
10137,57738,2/15/1997,2/15/1998
10137,60034,2/15/1998,2/15/1999
10137,63362,2/15/1999,2/15/2000
10137,67007,2/15/2000,2/14/2001
10137,68061,2/14/2001,2/14/2002
10137,67794,2/14/2002,1/1/9999
10138,53574,3/3/1992,3/3/1993
10138,55822,3/3/1993,3/3/1994
10138,58424,3/3/1994,3/3/1995
10138,60862,3/3/1995,3/2/1996
10138,65302,3/2/1996,3/2/1997
10138,67990,3/2/1997,3/2/1998
10138,69969,3/2/1998,3/2/1999
10138,69941,3/2/1999,3/1/2000
10138,70533,3/1/2000,3/1/2001
10138,74825,3/1/2001,3/1/2002
10138,74875,3/1/2002,1/1/9999
10139,40000,3/15/1998,3/15/1999
10139,42450,3/15/1999,3/14/2000
10139,45161,3/14/2000,3/14/2001
10139,48746,3/14/2001,3/14/2002
10139,50398,3/14/2002,1/1/9999
10140,61352,3/14/1991,3/13/1992
10140,61609,3/13/1992,3/13/1993
10140,61751,3/13/1993,3/13/1994
10140,61874,3/13/1994,3/13/1995
10140,63892,3/13/1995,3/12/1996
10140,65891,3/12/1996,3/12/1997
10140,66204,3/12/1997,3/12/1998
10140,69470,3/12/1998,3/12/1999
10140,69527,3/12/1999,3/11/2000
10140,72539,3/11/2000,3/11/2001
10140,74856,3/11/2001,3/11/2002
10140,76604,3/11/2002,1/1/9999
10141,62907,7/23/1998,7/23/1999
10141,63112,7/23/1999,7/22/2000
10141,67095,7/22/2000,7/22/2001
10141,69238,7/22/2001,7/22/2002
10141,70861,7/22/2002,1/1/9999
10142,40000,10/28/1993,10/28/1994
10142,41712,10/28/1994,10/28/1995
10142,41244,10/28/1995,10/27/1996
10142,43280,10/27/1996,10/26/1997
10142,47508,10/26/1997,10/26/1998
10142,50581,10/26/1998,10/27/1999
10142,53927,10/27/1999,10/26/2000
10142,58003,10/26/2000,10/26/2001
10142,57530,10/26/2001,1/1/9999
10143,40000,9/30/1988,9/30/1989
10143,41922,9/30/1989,9/30/1990
10143,45316,9/30/1990,9/30/1991
10143,47353,9/30/1991,9/29/1992
10143,48911,9/29/1992,9/29/1993
10143,51207,9/29/1993,9/29/1994
10143,54032,9/29/1994,9/29/1995
10143,55019,9/29/1995,9/28/1996
